State;Year;Month Code;Avg Day Land Surface Temperature (C);Avg Night Land Surface Temperature (C)
West Virginia;2007;3;17.73716;1.68024
West Virginia;2007;4;23.94057;5.83523
West Virginia;2007;5;24.97971;11.30811
West Virginia;2007;6;25.83634;13.47774
West Virginia;2007;7;25.41373;14.52838
West Virginia;2007;8;27.69923;18.02945
West Virginia;2007;9;26.22143;13.88942
West Virginia;2007;10;22.25698;10.38447
West Virginia;2007;11;11.25286;0.55692
West Virginia;2007;12;6.84134;-0.86156
West Virginia;2008;1;5.05819;-4.10963
West Virginia;2008;2;6.73385;0.04715
West Virginia;2008;3;14.19865;-0.84775
West Virginia;2008;4;24.24925;6.33618
West Virginia;2008;5;22.06129;7.50627
West Virginia;2008;6;25.46189;14.86749
West Virginia;2008;7;26.04645;15.37237
West Virginia;2008;8;24.64656;14.39346
West Virginia;2008;9;24.81897;13.30465
West Virginia;2008;10;18.99946;6.59940
West Virginia;2008;11;13.96928;2.37831
West Virginia;2008;12;5.98427;1.15563
Wisconsin;2003;1;-5.10156;-15.17839
Wisconsin;2003;2;-4.86619;-17.36115
Wisconsin;2003;3;6.15359;-8.63220
Wisconsin;2003;4;19.24783;-0.42988
Wisconsin;2003;5;23.09217;4.28958
Wisconsin;2003;6;25.68409;9.94776
Wisconsin;2003;7;25.59671;13.48683
Wisconsin;2003;8;26.54346;14.61313
Wisconsin;2003;9;24.21897;9.81522
Wisconsin;2003;10;17.28191;3.78467
Wisconsin;2003;11;5.00214;-5.28730
Wisconsin;2003;12;-1.76804;-9.60901
Wisconsin;2004;1;-10.47053;-18.04474
Wisconsin;2004;2;-3.97492;-15.05568
Wisconsin;2004;3;5.59056;-8.09433
Wisconsin;2004;4;18.64557;-1.08747
Wisconsin;2004;5;21.43435;4.49688
Wisconsin;2004;6;23.60782;10.17509
Wisconsin;2004;7;24.85602;13.11262
Wisconsin;2004;8;22.08302;9.76302
Wisconsin;2004;9;23.60138;10.69077
Wisconsin;2004;10;16.76817;2.86142
Wisconsin;2004;11;6.34091;-4.32565
Wisconsin;2004;12;-3.05012;-12.61997
Wisconsin;2005;1;-9.61726;-18.05527
Wisconsin;2005;2;-0.61526;-12.16068
Wisconsin;2005;3;2.47260;-12.72383
Wisconsin;2005;4;20.15423;0.13926
Wisconsin;2005;5;22.58559;4.48553
Wisconsin;2005;6;27.40603;13.51584
Wisconsin;2005;7;27.75171;14.98772
Wisconsin;2005;8;26.01469;13.27059
Wisconsin;2005;9;24.16703;10.86756
Wisconsin;2005;10;17.40161;4.11073
Wisconsin;2005;11;7.42823;-2.54537
Wisconsin;2005;12;-9.33815;-16.58631
Wisconsin;2006;1;0.71641;-10.35112
Wisconsin;2006;2;-4.47331;-15.89511
Wisconsin;2006;3;5.41162;-8.55400
Wisconsin;2006;4;20.24608;1.41500
Wisconsin;2006;5;23.69051;6.97937
Wisconsin;2006;6;25.79759;11.09026
Wisconsin;2006;7;29.10463;15.68209
Wisconsin;2006;8;25.16372;13.35584
Wisconsin;2006;9;20.84726;8.03790
Wisconsin;2006;10;13.77565;1.16631
Wisconsin;2006;11;7.40202;-2.64768
Wisconsin;2006;12;1.05404;-8.98857
Wisconsin;2007;1;-3.68907;-12.08830
Wisconsin;2007;2;-7.60396;-19.41845
Wisconsin;2007;3;6.74245;-7.95380
Wisconsin;2007;4;18.34770;-0.84243
Wisconsin;2007;5;24.56145;7.40346
Wisconsin;2007;6;27.31910;12.44789
Wisconsin;2007;7;27.08374;13.52103
Wisconsin;2007;8;26.74348;13.74392
Wisconsin;2007;9;23.36655;10.69076
Wisconsin;2007;10;17.48327;5.25875
Wisconsin;2007;11;5.32539;-3.62521
Wisconsin;2007;12;-6.74376;-16.46860
Wisconsin;2008;1;-11.75362;-19.43841
Wisconsin;2008;2;-7.41266;-19.94572
Wisconsin;2008;3;-0.31062;-12.61376
Wisconsin;2008;4;16.42045;-0.56194
Wisconsin;2008;5;21.96673;3.86638
Wisconsin;2008;6;24.04673;11.18584
Wisconsin;2008;7;25.71344;13.81868
Wisconsin;2008;8;25.26386;12.59024
Wisconsin;2008;9;22.38057;10.16607
Wisconsin;2008;10;14.94064;1.95815
Wisconsin;2008;11;6.10263;-3.87647
Wisconsin;2008;12;-10.25840;-18.57459
Wyoming;2003;1;1.78963;-10.82494
Wyoming;2003;2;-3.12934;-15.44043
Wyoming;2003;3;7.52409;-9.36949
Wyoming;2003;4;21.03642;-3.61169
Wyoming;2003;5;28.32092;1.29332
Wyoming;2003;6;32.48853;5.80843
Wyoming;2003;7;42.93644;11.97329
Wyoming;2003;8;41.43230;11.79353
Wyoming;2003;9;28.45310;3.77168
Wyoming;2003;10;25.50261;0.88656
Wyoming;2003;11;-0.89540;-11.71290
Wyoming;2003;12;-3.05228;-12.13714
Wyoming;2004;1;-4.23671;-14.71368
Wyoming;2004;2;-1.65795;-15.11330
Wyoming;2004;3;12.51385;-6.70163
Wyoming;2004;4;22.66727;-2.73512
Wyoming;2004;5;28.15746;0.90935
Wyoming;2004;6;34.64806;5.13012
Wyoming;2004;7;37.66339;9.35753
Wyoming;2004;8;37.32794;7.88064
Wyoming;2004;9;30.00594;4.85544
Wyoming;2004;10;19.42920;-0.60497
Wyoming;2004;11;7.02771;-7.83875
Wyoming;2004;12;-0.13983;-10.60361
Wyoming;2005;1;-1.11290;-11.98099
Wyoming;2005;2;4.93353;-12.13964
Wyoming;2005;3;11.03324;-8.54623
Wyoming;2005;4;21.48899;-4.27520
Wyoming;2005;5;26.88024;0.59065
Wyoming;2005;6;32.53197;5.62687
Wyoming;2005;7;41.64258;11.37608
Wyoming;2005;8;36.69578;8.96082
Wyoming;2005;9;32.32624;4.82729
Wyoming;2005;10;20.05124;-0.40731
Wyoming;2005;11;8.45826;-6.75323
Wyoming;2005;12;-5.10114;-15.04345
Wyoming;2006;1;0.14082;-11.48721
Wyoming;2006;2;-0.63043;-14.19000
Wyoming;2006;3;7.74683;-10.09392
Wyoming;2006;4;23.61725;-2.43350
Wyoming;2006;5;30.50707;1.92714
Wyoming;2006;6;39.71550;7.71763
Wyoming;2006;7;43.39226;12.17784
Wyoming;2006;8;39.19608;9.55883
Wyoming;2006;9;30.03313;3.51612
Wyoming;2006;10;15.04717;-2.26870
Wyoming;2006;11;6.84092;-8.02843
Wyoming;2006;12;-0.28247;-13.36473
Wyoming;2007;1;-6.43778;-16.53304
Wyoming;2007;2;0.43671;-12.32085
Wyoming;2007;3;15.22062;-6.21476
Wyoming;2007;4;20.96925;-4.68384
Wyoming;2007;5;28.98146;2.42169
Wyoming;2007;6;37.56657;7.27492
Wyoming;2007;7;43.33484;12.54189
Wyoming;2007;8;38.32831;10.76763
Wyoming;2007;9;31.01871;5.76551
Wyoming;2007;10;18.69797;-0.41263
Wyoming;2007;11;10.02989;-7.15521
Wyoming;2007;12;-7.81079;-16.60342
Wyoming;2008;1;-8.11256;-17.49584
Wyoming;2008;2;-1.90020;-13.84577
Wyoming;2008;3;5.77252;-11.23380
Wyoming;2008;4;17.08249;-7.24395
Wyoming;2008;5;25.30330;-0.98068
Wyoming;2008;6;32.91208;5.51729
Wyoming;2008;7;40.21878;10.66253
Wyoming;2008;8;38.48196;9.86885
Wyoming;2008;9;29.03775;3.40484
Wyoming;2008;10;18.80656;-1.32213
Wyoming;2008;11;8.47826;-6.90444
Wyoming;2008;12;-3.22596;-14.55608
